

WARNING ⚠️ inference results will accumulate in RAM unless `stream=True` is passed, causing potential out-of-memory
errors for large sources or long-running streams and videos. See https://docs.ultralytics.com/modes/predict/ for help.

Example:
    results = model(source=..., stream=True)  # generator of Results objects
    for r in results:
        boxes = r.boxes  # Boxes object for bbox outputs
        masks = r.masks  # Masks object for segment masks outputs
        probs = r.probs  # Class probabilities for classification outputs

video 1/1 (frame 1/5022) /home/lenovo/data/liujiaji/Oildata/DJI_20240927100240_0019_Z.MP4: 480x800 1 Warning-Stacks with man, 7.7ms
video 1/1 (frame 2/5022) /home/lenovo/data/liujiaji/Oildata/DJI_20240927100240_0019_Z.MP4: 480x800 1 Warning-Stacks with man, 7.3ms
video 1/1 (frame 3/5022) /home/lenovo/data/liujiaji/Oildata/DJI_20240927100240_0019_Z.MP4: 480x800 1 Warning-Stacks with man, 7.3ms
video 1/1 (frame 4/5022) /home/lenovo/data/liujiaji/Oildata/DJI_20240927100240_0019_Z.MP4: 480x800 1 Warning-Stacks with man, 7.3ms
video 1/1 (frame 5/5022) /home/lenovo/data/liujiaji/Oildata/DJI_20240927100240_0019_Z.MP4: 480x800 1 Warning-Stacks with man, 7.3ms
video 1/1 (frame 6/5022) /home/lenovo/data/liujiaji/Oildata/DJI_20240927100240_0019_Z.MP4: 480x800 1 Warning-Stacks with man, 7.3ms
video 1/1 (frame 7/5022) /home/lenovo/data/liujiaji/Oildata/DJI_20240927100240_0019_Z.MP4: 480x800 1 Warning-Stacks with man, 7.3ms
video 1/1 (frame 8/5022) /home/lenovo/data/liujiaji/Oildata/DJI_20240927100240_0019_Z.MP4: 480x800 1 Warning-Stacks with man, 7.3ms
video 1/1 (frame 9/5022) /home/lenovo/data/liujiaji/Oildata/DJI_20240927100240_0019_Z.MP4: 480x800 1 Warning-Stacks with man, 7.3ms
video 1/1 (frame 10/5022) /home/lenovo/data/liujiaji/Oildata/DJI_20240927100240_0019_Z.MP4: 480x800 1 Warning-Stacks with man, 7.3ms
video 1/1 (frame 11/5022) /home/lenovo/data/liujiaji/Oildata/DJI_20240927100240_0019_Z.MP4: 480x800 1 Warning-Stacks with man, 7.3ms
